# index  number of sampling vertical levels i j
1898 18 580 2700
# k value
1 1.01054
2 1.01055
3 1.01055
4 1.01054
5 1.01054
6 1.01054
9 1.01055
20 1.01055
30 1.01054
40 1.01055
50 1.01055
55 1.01055
60 1.01054
61 1.01054
62 1.01054
63 1.01055
64 1.01054
65 1.01055
# now the complete profile with fillled values
1 1.01054
2 1.01055
3 1.01055
4 1.01054
5 1.01054
6 1.01054
7 1.01055
8 1.01055
9 1.01055
10 1.01055
11 1.01055
12 1.01055
13 1.01055
14 1.01055
15 1.01055
16 1.01055
17 1.01055
18 1.01055
19 1.01055
20 1.01055
21 1.01054
22 1.01054
23 1.01054
24 1.01054
25 1.01054
26 1.01054
27 1.01054
28 1.01054
29 1.01054
30 1.01054
31 1.01054
32 1.01054
33 1.01054
34 1.01054
35 1.01054
36 1.01054
37 1.01055
38 1.01055
39 1.01055
40 1.01055
41 1.01055
42 1.01055
43 1.01055
44 1.01055
45 1.01055
46 1.01055
47 1.01055
48 1.01055
49 1.01055
50 1.01055
51 1.01055
52 1.01055
53 1.01055
54 1.01055
55 1.01055
56 1.01055
57 1.01055
58 1.01054
59 1.01054
60 1.01054
61 1.01054
62 1.01054
63 1.01055
64 1.01054
65 1.01055
