# index  number of sampling vertical levels i j
1003 18 3369 1383
# k value
1 1
2 1
3 1
4 1
5 1
6 1
9 1
20 1
30 0.999999
40 1
50 1
55 0.999999
60 0.999999
61 0.999999
62 1
63 1
64 1
65 1
# now the complete profile with fillled values
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 0.999999
24 0.999999
25 0.999999
26 0.999999
27 0.999999
28 0.999999
29 0.999999
30 0.999999
31 0.999999
32 0.999999
33 0.999999
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 0.999999
53 0.999999
54 0.999999
55 0.999999
56 0.999999
57 0.999999
58 0.999999
59 0.999999
60 0.999999
61 0.999999
62 1
63 1
64 1
65 1
