# index  number of sampling vertical levels i j
6 18 581 1
# k value
1 0.990442
2 0.99044
3 0.990437
4 0.990441
5 0.990436
6 0.99044
9 0.990442
20 0.990442
30 0.990437
40 0.990442
50 0.990443
55 0.990444
60 0.990442
61 0.990438
62 0.990439
63 0.990441
64 0.990441
65 0.990437
# now the complete profile with fillled values
1 0.990442
2 0.99044
3 0.990437
4 0.990441
5 0.990436
6 0.99044
7 0.990441
8 0.990441
9 0.990442
10 0.990442
11 0.990442
12 0.990442
13 0.990442
14 0.990442
15 0.990442
16 0.990442
17 0.990442
18 0.990442
19 0.990442
20 0.990442
21 0.990442
22 0.990441
23 0.990441
24 0.99044
25 0.99044
26 0.990439
27 0.990439
28 0.990438
29 0.990438
30 0.990437
31 0.990438
32 0.990438
33 0.990439
34 0.990439
35 0.99044
36 0.99044
37 0.990441
38 0.990441
39 0.990442
40 0.990442
41 0.990442
42 0.990443
43 0.990443
44 0.990443
45 0.990443
46 0.990443
47 0.990443
48 0.990443
49 0.990443
50 0.990443
51 0.990443
52 0.990443
53 0.990444
54 0.990444
55 0.990444
56 0.990444
57 0.990443
58 0.990443
59 0.990443
60 0.990442
61 0.990438
62 0.990439
63 0.990441
64 0.990441
65 0.990437
