# index  number of sampling vertical levels i j
1111 18 884 1580
# k value
1 0.999999
2 0.999999
3 1
4 1
5 1
6 1
9 1
20 1
30 1
40 1
50 1
55 0.999999
60 0.999999
61 0.999999
62 1
63 1
64 1
65 1
# now the complete profile with fillled values
1 0.999999
2 0.999999
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1
21 1
22 1
23 1
24 1
25 1
26 1
27 1
28 1
29 1
30 1
31 1
32 1
33 1
34 1
35 1
36 1
37 1
38 1
39 1
40 1
41 1
42 1
43 1
44 1
45 1
46 1
47 1
48 1
49 1
50 1
51 1
52 1
53 0.999999
54 0.999999
55 0.999999
56 0.999999
57 0.999999
58 0.999999
59 0.999999
60 0.999999
61 0.999999
62 1
63 1
64 1
65 1
