# index  number of sampling vertical levels i j
88 18 47 1
# k value
1 1.22072
2 1.22073
3 1.22072
4 1.22072
5 1.22073
6 1.22073
9 1.22073
20 1.22072
30 1.22073
40 1.22073
50 1.22073
55 1.22073
60 1.22073
61 1.22073
62 1.22073
63 1.22072
64 1.22072
65 1.22072
# now the complete profile with fillled values
1 1.22072
2 1.22073
3 1.22072
4 1.22072
5 1.22073
6 1.22073
7 1.22073
8 1.22073
9 1.22073
10 1.22073
11 1.22073
12 1.22073
13 1.22073
14 1.22073
15 1.22073
16 1.22073
17 1.22073
18 1.22072
19 1.22072
20 1.22072
21 1.22073
22 1.22073
23 1.22073
24 1.22073
25 1.22073
26 1.22073
27 1.22073
28 1.22073
29 1.22073
30 1.22073
31 1.22073
32 1.22073
33 1.22073
34 1.22073
35 1.22073
36 1.22073
37 1.22073
38 1.22073
39 1.22073
40 1.22073
41 1.22073
42 1.22073
43 1.22073
44 1.22073
45 1.22073
46 1.22073
47 1.22073
48 1.22073
49 1.22073
50 1.22073
51 1.22073
52 1.22073
53 1.22073
54 1.22073
55 1.22073
56 1.22073
57 1.22073
58 1.22073
59 1.22073
60 1.22073
61 1.22073
62 1.22073
63 1.22072
64 1.22072
65 1.22072
